,comparison,ratio,p-value,Log fold change (base 2),-Log p-value (base 10)
111,Orco -/- vs. Orco +/+ fixed dc4,1.0625,1.0,0.0874628412503394,0.0
112,Orco -/- vs. Orco +/+ fixed dl1,0.6571428571428571,0.12391318798142037,-0.6057210608879536,2.088174055483422
113,Orco -/- vs. Orco +/+ fixed dl2d,1.0,1.0,0.0,0.0
114,Orco -/- vs. Orco +/+ fixed dl2v,2.3333333333333335,0.1080386733383051,1.222392421336448,2.2252660294897866
115,Orco -/- vs. Orco +/+ fixed dl3,1.3333333333333333,0.6566946407645858,0.41503749927884376,0.42053614667645767
116,Orco -/- vs. Orco +/+ fixed dl4,1.0,1.0,0.0,0.0
117,Orco -/- vs. Orco +/+ fixed dl5,1.5789473684210527,0.131865724149359,0.658963082164933,2.0259711154295665
118,Orco -/- vs. Orco +/+ fixed dm1,1.2666666666666666,0.5946785853998666,0.3410369178350669,0.5197342119983643
119,Orco -/- vs. Orco +/+ fixed dm2,1.3636363636363635,0.5464693297968163,0.44745897697122117,0.6042770940807118
120,Orco -/- vs. Orco +/+ fixed dm3,0.8,0.6930284298793281,-0.3219280948873623,0.3666842562768149
121,Orco -/- vs. Orco +/+ fixed dm4,0.6666666666666666,0.6016276163455371,-0.5849625007211563,0.5081166025704188
122,Orco -/- vs. Orco +/+ fixed dm5,0.9047619047619048,0.8692977054749679,-0.1443899093351748,0.14006962840943904
123,Orco -/- vs. Orco +/+ fixed dm6,0.9565217391304348,1.0,-0.06413033741971558,0.0
124,Orco -/- vs. Orco +/+ fixed dp1l,1.0,1.0,0.0,0.0
125,Orco -/- vs. Orco +/+ fixed dp1m,0.8048780487804879,0.37809998394111743,-0.3131578852596302,0.972596610557831
126,Orco -/- vs. Orco +/+ fixed v,0.0,0.4989979959919839,-inf,0.6951531992868112
127,Orco -/- vs. Orco +/+ fixed va1d,0.7586206896551724,0.37544909304007157,-0.39854937649027494,0.9796323881001778
128,Orco -/- vs. Orco +/+ fixed va1v,1.4666666666666666,0.30532970374025736,0.5525410230287786,1.1863630903603388
129,Orco -/- vs. Orco +/+ fixed va2,0.8461538461538461,0.6491888261455464,-0.24100809950379493,0.43203165521880404
130,Orco -/- vs. Orco +/+ fixed va3,1.5833333333333333,0.07708441482514974,0.6629650127224292,2.5628541611920292
131,Orco -/- vs. Orco +/+ fixed va4,1.0,1.0,0.0,0.0
132,Orco -/- vs. Orco +/+ fixed va5,1.625,0.14604517131382092,0.7004397181410922,1.9238393125653919
133,Orco -/- vs. Orco +/+ fixed va6,1.0,1.0,0.0,0.0
134,Orco -/- vs. Orco +/+ fixed va7l,1.3333333333333333,0.7875347287176198,0.41503749927884376,0.2388478092958413
135,Orco -/- vs. Orco +/+ fixed va7m,0.9,0.8662365239737161,-0.15200309344504995,0.1435972853393303
136,Orco -/- vs. Orco +/+ fixed vc1,0.5833333333333334,0.34986856980037484,-0.777607578663552,1.0501977098781088
137,Orco -/- vs. Orco +/+ fixed vc2,2.25,0.2604916636888874,1.1699250014423124,1.3451844194950549
138,Orco -/- vs. Orco +/+ fixed vc3l,1.2307692307692308,0.4852682431578821,0.29956028185890793,0.7230534622602478
139,Orco -/- vs. Orco +/+ fixed vc3m,0.9444444444444444,1.0,-0.08246216019197299,0.0
140,Orco -/- vs. Orco +/+ fixed vc4,0.47619047619047616,0.06212547281200487,-1.070389327891398,2.778599183938291
141,Orco -/- vs. Orco +/+ fixed vc5,1.8571428571428572,0.253399237444815,0.8930847960834881,1.3727890203939632
142,Orco -/- vs. Orco +/+ fixed vl1,1.5,1.0,0.5849625007211562,0.0
143,Orco -/- vs. Orco +/+ fixed vl2a,1.6,0.18156838313636856,0.6780719051126377,1.706122929644379
144,Orco -/- vs. Orco +/+ fixed vl2p,1.3888888888888888,0.33862584409671664,0.47393118833241227,1.0828594858617369
145,Orco -/- vs. Orco +/+ fixed vm1,0.75,0.6566946407645858,-0.4150374992788438,0.42053614667645767
146,Orco -/- vs. Orco +/+ fixed vm2,0.7619047619047619,0.4948565454984689,-0.39231742277876036,0.7034873654894321
147,Orco -/- vs. Orco +/+ fixed vm3,1.75,0.27538753584979,0.8073549220576041,1.289575952064024
148,Orco -/- vs. Orco +/+ fixed vm4,0.8571428571428571,0.8408295562337251,-0.22239242133644802,0.1733663075232856
149,Orco -/- vs. Orco +/+ fixed vm5d,0.9,0.8662365239737161,-0.15200309344504995,0.1435972853393303
150,Orco -/- vs. Orco +/+ fixed vm5v,0.875,0.7549737242341047,-0.19264507794239588,0.28107233267766196
151,Orco -/- vs. Orco +/+ fixed vm7d,0.5882352941176471,0.23467864177609193,-0.765534746362977,1.4495381824983593
152,Orco -/- vs. Orco +/+ fixed vm7v,0.6666666666666666,0.6016276163455371,-0.5849625007211563,0.5081166025704188
153,Orco +/+ vs. Orco +/+ shuffle d,1.4615384615384615,0.36115975875646983,0.5474877953024933,1.0184348735116557
154,Orco +/+ vs. Orco +/+ shuffle da1,2.727272727272727,0.0029288936472075407,1.4474589769712212,5.833130522069745
155,Orco +/+ vs. Orco +/+ shuffle da2,0.07692307692307693,0.0015963919925365317,-3.700439718141092,6.440009200752832
156,Orco +/+ vs. Orco +/+ shuffle da3,0.1,8.768096280803413e-05,-3.321928094887362,9.341805753893812
157,Orco +/+ vs. Orco +/+ shuffle da4l,0.21739130434782608,0.0006546264019157695,-2.2016338611696504,7.331445863811415
158,Orco +/+ vs. Orco +/+ shuffle da4m,0.29411764705882354,0.014619759783293827,-1.765534746362977,4.225381255486747
159,Orco +/+ vs. Orco +/+ shuffle dc1,3.8333333333333335,2.2617201387282004e-06,1.9385994553358568,12.999384910856488
160,Orco +/+ vs. Orco +/+ shuffle dc2,2.0,0.07025090840213642,1.0,2.6556820398606207
161,Orco +/+ vs. Orco +/+ shuffle dc3,2.0,0.021958793546615556,1.0,3.8185876025287
162,Orco +/+ vs. Orco +/+ shuffle dc4,0.8,0.6042966042998615,-0.3219280948873623,0.5036901348595011
163,Orco +/+ vs. Orco +/+ shuffle dl1,2.125,0.010663611613791034,1.0874628412503393,4.540918117081134
164,Orco +/+ vs. Orco +/+ shuffle dl2d,0.7894736842105263,0.5946785853998666,-0.34103691783506696,0.5197342119983643
165,Orco +/+ vs. Orco +/+ shuffle dl2v,0.7857142857142857,0.6823278958446207,-0.34792330342030686,0.38224495098316086
166,Orco +/+ vs. Orco +/+ shuffle dl3,0.7333333333333333,0.5464693297968163,-0.4474589769712214,0.6042770940807118
167,Orco +/+ vs. Orco +/+ shuffle dl4,0.375,0.04739976150090346,-1.415037499278844,3.0491380819202742
168,Orco +/+ vs. Orco +/+ shuffle dl5,1.25,0.6042966042998615,0.32192809488736235,0.5036901348595011
169,Orco +/+ vs. Orco +/+ shuffle dm1,0.9090909090909091,0.8721316902820782,-0.13750352374993496,0.1368148455099895
170,Orco +/+ vs. Orco +/+ shuffle dm2,0.8888888888888888,0.8593032966626202,-0.16992500144231246,0.15163333821899783
171,Orco +/+ vs. Orco +/+ shuffle dm3,0.4444444444444444,0.06799654800714058,-1.1699250014423124,2.68829833969547
172,Orco +/+ vs. Orco +/+ shuffle dm4,0.35,0.016086569497956185,-1.5145731728297582,4.129770547797577
173,Orco +/+ vs. Orco +/+ shuffle dm5,1.25,0.6042966042998615,0.32192809488736235,0.5036901348595011
174,Orco +/+ vs. Orco +/+ shuffle dm6,1.0,1.0,0.0,0.0
175,Orco +/+ vs. Orco +/+ shuffle dp1l,1.4166666666666667,0.44463348195698266,0.5025003405291834,0.8105049722421542
176,Orco +/+ vs. Orco +/+ shuffle dp1m,3.2142857142857144,2.2208226429638577e-05,1.6844981742720706,10.715047777832773
177,Orco +/+ vs. Orco +/+ shuffle v,0.0,4.91632429605366e-05,-inf,9.920364307978067
178,Orco +/+ vs. Orco +/+ shuffle va1d,1.4666666666666666,0.30532970374025736,0.5525410230287786,1.1863630903603388
179,Orco +/+ vs. Orco +/+ shuffle va1v,0.7368421052631579,0.47173904494838464,-0.4405725913859815,0.7513293171581034
180,Orco +/+ vs. Orco +/+ shuffle va2,1.5,0.24828602796176122,0.5849625007211562,1.3931738588456335
181,Orco +/+ vs. Orco +/+ shuffle va3,2.1333333333333333,0.013491020031118236,1.0931094043914815,4.305730997750173
182,Orco +/+ vs. Orco +/+ shuffle va4,0.4444444444444444,0.06799654800714058,-1.1699250014423124,2.68829833969547
183,Orco +/+ vs. Orco +/+ shuffle va5,1.4666666666666666,0.30532970374025736,0.5525410230287786,1.1863630903603388
184,Orco +/+ vs. Orco +/+ shuffle va6,1.4210526315789473,0.27865403198000793,0.506959988719883,1.2777842953780847
185,Orco +/+ vs. Orco +/+ shuffle va7l,0.631578947368421,0.26562765391345483,-0.6629650127224294,1.325659748149773
186,Orco +/+ vs. Orco +/+ shuffle va7m,0.9444444444444444,1.0,-0.08246216019197299,0.0
187,Orco +/+ vs. Orco +/+ shuffle vc1,0.6666666666666666,0.3466147566981963,-0.5849625007211563,1.05954132702069
188,Orco +/+ vs. Orco +/+ shuffle vc2,0.5294117647058824,0.15740167694963567,-0.9175378398080271,1.8489542889918293
189,Orco +/+ vs. Orco +/+ shuffle vc3l,2.4166666666666665,0.00840480748663773,1.2730184944064158,4.7789514170075815
190,Orco +/+ vs. Orco +/+ shuffle vc3m,1.0,1.0,0.0,0.0
191,Orco +/+ vs. Orco +/+ shuffle vc4,1.125,0.8593032966626202,0.16992500144231237,0.15163333821899783
192,Orco +/+ vs. Orco +/+ shuffle vc5,0.65,0.2796802847203219,-0.6214883767462701,1.2741081684937385
193,Orco +/+ vs. Orco +/+ shuffle vl1,0.23809523809523808,0.001921692071352271,-2.070389327891398,6.254549193885333
194,Orco +/+ vs. Orco +/+ shuffle vl2a,0.6666666666666666,0.2928907559507206,-0.5849625007211563,1.2279555860742106
195,Orco +/+ vs. Orco +/+ shuffle vl2p,1.2857142857142858,0.5842248705574015,0.36257007938470837,0.5374693179432142
196,Orco +/+ vs. Orco +/+ shuffle vm1,0.6666666666666666,0.4123161013981476,-0.5849625007211563,0.8859649874047306
197,Orco +/+ vs. Orco +/+ shuffle vm2,0.9473684210526315,1.0,-0.07800251200127321,0.0
198,Orco +/+ vs. Orco +/+ shuffle vm3,0.7142857142857143,0.5311212909545958,-0.4854268271702417,0.632764863947218
199,Orco +/+ vs. Orco +/+ shuffle vm4,1.0714285714285714,1.0,0.09953567355091437,0.0
200,Orco +/+ vs. Orco +/+ shuffle vm5d,1.6923076923076923,0.16003853755859404,0.7589919004962051,1.832340633009148
201,Orco +/+ vs. Orco +/+ shuffle vm5v,0.9047619047619048,0.8692977054749679,-0.1443899093351748,0.14006962840943904
202,Orco +/+ vs. Orco +/+ shuffle vm7d,1.2142857142857142,0.7113145426242412,0.2801079191927352,0.34064055231706614
203,Orco +/+ vs. Orco +/+ shuffle vm7v,0.55,0.13682198314214508,-0.862496476250065,1.9890745912203065
204,Orco +/+ vs. Orco +/+ fixed d,1.0555555555555556,1.0,0.07800251200127316,0.0
205,Orco +/+ vs. Orco +/+ fixed da1,1.0,1.0,0.0,0.0
206,Orco +/+ vs. Orco +/+ fixed da2,0.0,1.0,-inf,0.0
207,Orco +/+ vs. Orco +/+ fixed da3,2.0,1.0,1.0,0.0
208,Orco +/+ vs. Orco +/+ fixed da4l,0.625,0.5759402167437738,-0.6780719051126377,0.5517514140482322
209,Orco +/+ vs. Orco +/+ fixed da4m,1.0,1.0,0.0,0.0
210,Orco +/+ vs. Orco +/+ fixed dc1,0.9583333333333334,0.9089263320394485,-0.061400544664143256,0.09549123094970105
211,Orco +/+ vs. Orco +/+ fixed dc2,1.0476190476190477,1.0,0.06711419585853703,0.0
212,Orco +/+ vs. Orco +/+ fixed dc3,1.0666666666666667,0.8921772722886576,0.09310940439148145,0.11409043039784457
213,Orco +/+ vs. Orco +/+ fixed dc4,1.0,1.0,0.0,0.0
214,Orco +/+ vs. Orco +/+ fixed dl1,0.9714285714285714,1.0,-0.04182017569462706,0.0
215,Orco +/+ vs. Orco +/+ fixed dl2d,1.25,0.6930284298793281,0.32192809488736235,0.3666842562768149
216,Orco +/+ vs. Orco +/+ fixed dl2v,1.8333333333333333,0.32385300308305737,0.874469117916141,1.1274655603282502
217,Orco +/+ vs. Orco +/+ fixed dl3,1.2222222222222223,0.8201733832576402,0.289506617194985,0.19823951807763598
218,Orco +/+ vs. Orco +/+ fixed dl4,1.5,0.7514103088763702,0.5849625007211562,0.2858034263777301
219,Orco +/+ vs. Orco +/+ fixed dl5,1.0526315789473684,1.0,0.07400058144377678,0.0
220,Orco +/+ vs. Orco +/+ fixed dm1,1.3333333333333333,0.48373585576271466,0.41503749927884376,0.726216273799012
221,Orco +/+ vs. Orco +/+ fixed dm2,1.4545454545454546,0.42922204973080674,0.5405683813627028,0.8457808955218787
222,Orco +/+ vs. Orco +/+ fixed dm3,0.5333333333333333,0.19934862444359439,-0.9068905956085186,1.6127001053862826
223,Orco +/+ vs. Orco +/+ fixed dm4,0.7777777777777778,0.8004031149937433,-0.36257007938470825,0.22263978448385077
224,Orco +/+ vs. Orco +/+ fixed dm5,0.9523809523809523,1.0,-0.07038932789139803,0.0
225,Orco +/+ vs. Orco +/+ fixed dm6,0.7391304347826086,0.4101095976859584,-0.43609911480667357,0.8913308435759512
226,Orco +/+ vs. Orco +/+ fixed dp1l,1.0625,1.0,0.0874628412503394,0.0
227,Orco +/+ vs. Orco +/+ fixed dp1m,1.0975609756097562,0.7223642953297016,0.13430109171159113,0.3252257031704472
228,Orco +/+ vs. Orco +/+ fixed v,0.0,1.0,-inf,0.0
229,Orco +/+ vs. Orco +/+ fixed va1d,0.7586206896551724,0.37544909304007157,-0.39854937649027494,0.9796323881001778
230,Orco +/+ vs. Orco +/+ fixed va1v,0.9333333333333333,1.0,-0.0995356735509144,0.0
231,Orco +/+ vs. Orco +/+ fixed va2,0.9230769230769231,0.8816581512845191,-0.1154772174199359,0.12595088168291674
232,Orco +/+ vs. Orco +/+ fixed va3,1.3333333333333333,0.3209036166050733,0.41503749927884376,1.1366144607363988
233,Orco +/+ vs. Orco +/+ fixed va4,0.8888888888888888,1.0,-0.16992500144231246,0.0
234,Orco +/+ vs. Orco +/+ fixed va5,1.375,0.3990697615429146,0.45943161863729726,0.918619036415487
235,Orco +/+ vs. Orco +/+ fixed va6,0.9,0.778613913429618,-0.15200309344504995,0.2502399741611575
236,Orco +/+ vs. Orco +/+ fixed va7l,2.0,0.22926623357419076,1.0,1.472871358687636
237,Orco +/+ vs. Orco +/+ fixed va7m,0.85,0.7330496146544414,-0.23446525363702297,0.31054189227231943
238,Orco +/+ vs. Orco +/+ fixed vc1,1.0,1.0,0.0,0.0
239,Orco +/+ vs. Orco +/+ fixed vc2,2.25,0.2604916636888874,1.1699250014423124,1.3451844194950549
240,Orco +/+ vs. Orco +/+ fixed vc3l,1.1153846153846154,0.7752350368034947,0.15754127698648002,0.25458902231200814
241,Orco +/+ vs. Orco +/+ fixed vc3m,0.9444444444444444,1.0,-0.08246216019197299,0.0
242,Orco +/+ vs. Orco +/+ fixed vc4,0.8571428571428571,0.7391612217487457,-0.22239242133644802,0.30223921978620855
243,Orco +/+ vs. Orco +/+ fixed vc5,1.8571428571428572,0.253399237444815,0.8930847960834881,1.3727890203939632
244,Orco +/+ vs. Orco +/+ fixed vl1,2.5,0.44981726149695894,1.3219280948873624,0.7989138642551558
245,Orco +/+ vs. Orco +/+ fixed vl2a,0.9333333333333333,1.0,-0.0995356735509144,0.0
246,Orco +/+ vs. Orco +/+ fixed vl2p,1.0,1.0,0.0,0.0
247,Orco +/+ vs. Orco +/+ fixed vm1,0.8333333333333334,0.8279889640574123,-0.2630344058337938,0.18875545311877864
248,Orco +/+ vs. Orco +/+ fixed vm2,0.8571428571428571,0.7391612217487457,-0.22239242133644802,0.30223921978620855
249,Orco +/+ vs. Orco +/+ fixed vm3,1.25,0.8111015447628849,0.32192809488736235,0.20936202337937537
250,Orco +/+ vs. Orco +/+ fixed vm4,1.0714285714285714,1.0,0.09953567355091437,0.0
251,Orco +/+ vs. Orco +/+ fixed vm5d,1.1,0.8721316902820782,0.13750352374993502,0.1368148455099895
252,Orco +/+ vs. Orco +/+ fixed vm5v,0.7916666666666666,0.5238679885762124,-0.33703498727757075,0.646515556598906
253,Orco +/+ vs. Orco +/+ fixed vm7d,1.0,1.0,0.0,0.0
254,Orco +/+ vs. Orco +/+ fixed vm7v,1.2222222222222223,0.8201733832576402,0.289506617194985,0.19823951807763598
255,Orco +/+ shuffle vs. Orco +/+ fixed d,0.7222222222222222,0.45875074516937725,-0.46948528330122025,0.7792482552672599
256,Orco +/+ shuffle vs. Orco +/+ fixed da1,0.36666666666666664,0.0029288936472075407,-1.4474589769712214,5.833130522069745
257,Orco +/+ shuffle vs. Orco +/+ fixed da2,0.0,0.00020803930970438608,-inf,8.477783507155726
258,Orco +/+ shuffle vs. Orco +/+ fixed da3,20.0,1.4661996232123816e-05,4.321928094887363,11.130251702145328
259,Orco +/+ shuffle vs. Orco +/+ fixed da4l,2.875,0.00843381994445655,1.5235619560570128,4.775505472657705
260,Orco +/+ shuffle vs. Orco +/+ fixed da4m,3.4,0.014619759783293827,1.765534746362977,4.225381255486747
261,Orco +/+ shuffle vs. Orco +/+ fixed dc1,0.25,7.44305570442963e-07,-2.0,14.110814173471828
262,Orco +/+ shuffle vs. Orco +/+ fixed dc2,0.5238095238095238,0.09875702372017597,-0.9328858041414629,2.315092751449997
263,Orco +/+ shuffle vs. Orco +/+ fixed dc3,0.5333333333333333,0.043294526949298265,-0.9068905956085186,3.139729050362222
264,Orco +/+ shuffle vs. Orco +/+ fixed dc4,1.25,0.6042966042998615,0.32192809488736235,0.5036901348595011
265,Orco +/+ shuffle vs. Orco +/+ fixed dl1,0.45714285714285713,0.007316745692220401,-1.1292830169449666,4.917589627428342
266,Orco +/+ shuffle vs. Orco +/+ fixed dl2d,1.5833333333333333,0.26562765391345483,0.6629650127224292,1.325659748149773
267,Orco +/+ shuffle vs. Orco +/+ fixed dl2v,2.3333333333333335,0.1080386733383051,1.222392421336448,2.2252660294897866
268,Orco +/+ shuffle vs. Orco +/+ fixed dl3,1.6666666666666667,0.29549099833430703,0.7369655941662062,1.21911690508963
269,Orco +/+ shuffle vs. Orco +/+ fixed dl4,4.0,0.010242721653070733,2.0,4.581187908253043
270,Orco +/+ shuffle vs. Orco +/+ fixed dl5,0.8421052631578947,0.7264230768439842,-0.24792751344358557,0.3196226834166527
271,Orco +/+ shuffle vs. Orco +/+ fixed dm1,1.4666666666666666,0.30532970374025736,0.5525410230287786,1.1863630903603388
272,Orco +/+ shuffle vs. Orco +/+ fixed dm2,1.6363636363636365,0.25065524835661174,0.7104933828050152,1.3836767965067565
273,Orco +/+ shuffle vs. Orco +/+ fixed dm3,1.2,0.7192078612882212,0.2630344058337938,0.3296048652834901
274,Orco +/+ shuffle vs. Orco +/+ fixed dm4,2.2222222222222223,0.05402665762388031,1.15200309344505,2.918277694526239
275,Orco +/+ shuffle vs. Orco +/+ fixed dm5,0.7619047619047619,0.4948565454984689,-0.39231742277876036,0.7034873654894321
276,Orco +/+ shuffle vs. Orco +/+ fixed dm6,0.7391304347826086,0.4101095976859584,-0.43609911480667357,0.8913308435759512
277,Orco +/+ shuffle vs. Orco +/+ fixed dp1l,0.75,0.5602886445191844,-0.4150374992788438,0.5793031914033786
278,Orco +/+ shuffle vs. Orco +/+ fixed dp1m,0.34146341463414637,0.00015769573898629212,-1.5501970825604794,8.754843084104822
279,Orco +/+ shuffle vs. Orco +/+ fixed v,0.0,4.91632429605366e-05,-inf,9.920364307978067
280,Orco +/+ shuffle vs. Orco +/+ fixed va1d,0.5172413793103449,0.03912798098103265,-0.9510903995190535,3.24091744181572
281,Orco +/+ shuffle vs. Orco +/+ fixed va1v,1.2666666666666666,0.5946785853998666,0.3410369178350669,0.5197342119983643
282,Orco +/+ shuffle vs. Orco +/+ fixed va2,0.6153846153846154,0.14604517131382092,-0.7004397181410921,1.9238393125653919
283,Orco +/+ shuffle vs. Orco +/+ fixed va3,0.625,0.18156838313636856,-0.6780719051126377,1.706122929644379
284,Orco +/+ shuffle vs. Orco +/+ fixed va4,2.0,0.11194463881642615,1.0,2.189750826173631
285,Orco +/+ shuffle vs. Orco +/+ fixed va5,0.9375,1.0,-0.09310940439148147,0.0
286,Orco +/+ shuffle vs. Orco +/+ fixed va6,0.6333333333333333,0.131865724149359,-0.6589630821649332,2.0259711154295665
287,Orco +/+ shuffle vs. Orco +/+ fixed va7l,3.1666666666666665,0.012312858258580955,1.6629650127224291,4.397111175763612
288,Orco +/+ shuffle vs. Orco +/+ fixed va7m,0.9,0.8662365239737161,-0.15200309344504995,0.1435972853393303
289,Orco +/+ shuffle vs. Orco +/+ fixed vc1,1.5,0.3466147566981963,0.5849625007211562,1.05954132702069
290,Orco +/+ shuffle vs. Orco +/+ fixed vc2,4.25,0.00608114709098883,2.0874628412503395,5.102561934518248
291,Orco +/+ shuffle vs. Orco +/+ fixed vc3l,0.46153846153846156,0.02709569767617104,-1.1154772174199359,3.608380321036624
292,Orco +/+ shuffle vs. Orco +/+ fixed vc3m,0.9444444444444444,1.0,-0.08246216019197299,0.0
